"球员","所属球队","出场.替补.","出场时间","进球.点.","分钟.球","射门","射正","入球转化率","被侵犯","越位","最佳","生日","惯用脚","国籍","合同截止期","位置","铲断","拦截","解围","偷球","封堵","头球","犯规","总传球","传球成功率","关键传球","助攻","分钟.助攻","长传","直塞","带球摆脱","联赛","名次","身价"
"斯迪德菲尼迪斯","奥格斯堡","12(1)",922,"0",0,10,1,"0%",10,0,0,"1993-12-02","左脚","希腊","2019-06-30","后卫",21,16,27,2,2,8,7,440,0.8,9,0,0,89,0,4,"德甲",NA,315
"塞尔吉奥.科尔多瓦","奥格斯堡","20(17)",516,"3",172,13,4,"23.1%",19,3,0,"1997-08-09","右脚","委内瑞拉","2022-06-30","中场",9,2,5,20,0,19,15,115,0.73,4,0,0,5,0,11,"德甲",NA,135
"菲利克","奥格斯堡","6(6)",121,"1",121,2,2,"50%",1,0,0,"1998-02-11","右脚","德国","2022-06-30","中场",4,3,7,2,0,2,1,31,0.742,0,0,0,5,0,0,"德甲",NA,90
"格维勒夫","奥格斯堡","25(1)",2093,"0",0,8,2,"0%",9,0,0,"1991-07-10","右脚","荷兰","2022-06-30","后卫",43,58,66,11,20,45,21,1208,0.769,7,2,1046.5,276,1,10,"德甲",NA,720
"奥克斯福德","奥格斯堡","8(2)",505,"0",0,4,0,"0%",2,0,0,"1998-12-16","右脚","英格兰、牙买加","2021-06-30","后卫",12,11,39,1,9,15,3,298,0.815,1,1,505,57,0,0,"德甲",NA,450
"乔佐.斯坦尼克","奥格斯堡","1(1)",2,"0",0,0,0,"0%",0,0,0,"1999-04-06","右脚","克罗地亚、德国","2022-06-30","后卫",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"德甲",NA,18
"池东沅","奥格斯堡","13(3)",897,"4",224.2,22,7,"18.2%",8,1,1,"1991-05-28","右脚","韩国","2019-06-30","前锋",10,7,9,19,2,27,15,370,0.727,10,1,897,24,1,18,"德甲",NA,90
"马可.里希特","奥格斯堡","25(8)",1431,"4",357.8,55,23,"7.3%",26,8,2,"1997-11-24","右脚","德国","2023-06-30","前锋",12,13,9,40,1,19,22,426,0.704,18,6,238.5,45,4,34,"德甲",NA,360
"芬恩博加松","奥格斯堡","18(1)",1345,"10(4)",224.2,40,18,"15%",10,22,3,"1989-02-01","右脚","冰岛","2020-06-30","前锋",7,2,10,24,1,24,34,320,0.684,20,1,1345,14,2,12,"德甲",NA,1080
"卡尔森-布拉克","奥格斯堡","1(1)",6,"0",0,0,0,"0%",0,0,0,"1984-09-23","右脚","德国","2019-06-30","后卫",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,"德甲",NA,22.5
"柯林达巴","巴黎圣日尔曼","17(8)",912,"0",0,3,2,"0%",6,1,0,"1998-09-06","右脚","法国、贝宁","2023-06-30","后卫",22,9,11,10,0,2,19,569,0.93,14,2,456,5,1,9,"法甲",9,450
"席尔瓦","巴黎圣日尔曼","24(1)",1989,"0",0,12,1,"0%",24,1,0,"1984-09-22","右脚","巴西、法国","2020-06-30","后卫",15,30,90,3,20,50,17,1801,0.941,6,1,1989,117,5,1,"法甲",9,900
"蒂洛.科雷尔","巴黎圣日尔曼","26(8)",1805,"1",1805,14,4,"7.1%",17,0,1,"1996-09-21","右脚","德国、布隆迪","2023-06-30","后卫",63,29,58,7,15,49,25,1268,0.927,6,2,902.5,48,1,4,"法甲",9,3150
"莫廷","巴黎圣日尔曼","19(11)",823,"3",274.3,25,7,"12%",6,11,0,"1989-03-23","右脚","喀麦隆、德国","2020-06-30","前锋",9,3,4,20,0,13,16,215,0.828,5,0,0,4,0,20,"法甲",9,540
"L.迪亚拉","巴黎圣日尔曼","3(1)",160,"0",0,0,0,"0%",3,0,0,"1985-03-10","右脚","法国、马里","2019-06-30","中场",2,1,3,5,0,1,6,144,0.903,1,0,0,7,0,3,"法甲",9,225
"斯坦利","巴黎圣日尔曼","10(2)",676,"0",0,0,0,"0%",3,1,0,"1999-04-09","左脚","法国","2021-06-30","后卫",19,16,19,4,1,16,9,450,0.867,3,0,0,14,0,11,"法甲",9,765
"阿利奥拉","巴黎圣日尔曼","20",1800,"0",0,0,0,"0%",1,0,0,"1993-02-27","右脚","法国、菲律宾","2023-06-30","守门员",1,0,6,0,0,2,0,391,0.829,0,0,0,121,0,0,"法甲",9,1575
"姆巴佩","巴黎圣日尔曼","28(5)",2253,"33(1)",70.4,122,68,"26.2%",40,28,10,"1998-12-20","右脚","法国、喀麦隆","2023-06-30","前锋",7,4,2,44,0,3,17,747,0.798,45,7,321.9,24,6,61,"法甲",9,18000
"库尔萨瓦","巴黎圣日尔曼","18(7)",965,"1",965,6,2,"16.7%",5,5,0,"1992-09-04","左脚","法国、波兰","2020-06-30","后卫",20,10,13,11,2,28,25,456,0.846,12,2,482.5,10,0,9,"法甲",9,1575
"克里斯托弗","巴黎圣日尔曼","18(6)",1073,"3",357.7,21,5,"14.3%",28,0,2,"1997-11-14","右脚","法国、刚果民主共和国","2024-06-30","中场",21,7,6,21,1,12,19,573,0.911,15,2,536.5,10,5,25,"法甲",9,1080
"梅乌涅尔","巴黎圣日尔曼","22(3)",1615,"3",538.3,19,8,"15.8%",4,5,1,"1991-09-12","右脚","比利时","2020-06-30","后卫",41,20,23,10,2,33,23,820,0.845,19,3,538.3,45,4,9,"法甲",9,3150
"马基尼奥斯","巴黎圣日尔曼","30",2700,"3",900,11,3,"27.3%",10,1,0,"1994-05-14","右脚","巴西、葡萄牙","2022-06-30","后卫",63,40,82,8,14,67,29,2252,0.921,10,2,1350,189,5,6,"法甲",9,5850
"维拉蒂","巴黎圣日尔曼","26(3)",1886,"0",0,3,0,"0%",56,0,1,"1992-11-05","右脚","意大利","2021-06-30","中场",72,21,8,33,1,5,35,2067,0.909,30,2,943,99,24,32,"法甲",9,6750
"贝尔纳特","巴黎圣日尔曼","25(4)",1892,"1",1892,5,1,"20%",20,6,0,"1993-03-01","左脚","西班牙","2021-06-30","后卫",49,18,28,23,5,16,33,1041,0.908,20,2,946,29,3,16,"法甲",9,1350
"迪马利亚","巴黎圣日尔曼","29(1)",2325,"12",193.8,98,34,"12.2%",19,6,2,"1988-02-14","左脚","阿根廷、意大利","2021-06-30","中场",30,18,4,47,1,0,11,1244,0.793,56,11,211.4,94,20,40,"法甲",9,3600
"德拉克斯勒","巴黎圣日尔曼","30(9)",1975,"3",658.3,31,17,"9.7%",14,0,3,"1993-09-20","右脚","德国","2021-06-30","中场",36,15,1,45,1,18,25,1473,0.897,36,7,282.1,51,10,42,"法甲",9,3150
"卡瓦尼","巴黎圣日尔曼","20(1)",1585,"18(4)",113.2,49,21,"28.6%",15,10,2,"1987-02-14","右脚","乌拉圭、意大利","2020-06-30","前锋",10,6,14,11,1,4,11,334,0.769,13,5,317,7,1,11,"法甲",9,3600
"巴雷德斯","巴黎圣日尔曼","16(2)",1250,"0",0,14,2,"0%",23,0,0,"1994-06-29","右脚","阿根廷","2023-06-30","中场",35,15,19,8,6,10,14,1258,0.924,18,2,625,111,8,4,"法甲",9,3150
"内马尔","巴黎圣日尔曼","16(1)",1354,"15(5)",135.4,51,25,"19.6%",55,7,5,"1992-02-05","双脚","巴西","2022-06-30","中场",12,5,1,65,0,8,12,910,0.812,40,5,270.8,65,27,64,"法甲",9,16200
"金彭贝","巴黎圣日尔曼","23(1)",1974,"0",0,4,1,"0%",40,1,0,"1995-08-13","左脚","法国、刚果民主共和国","2023-06-30","后卫",53,27,41,11,9,25,29,1408,0.938,4,1,1974,77,1,4,"法甲",9,2700
"莫雷诺","巴列卡诺","1(1)",13,"0",0,1,1,"0%",1,0,0,"1992-07-28","右脚","巴拿马",NA,"中场",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,"西甲",NA,20.3
"大卫.萨戈利奥","巴伦西亚","30(4)",2333,"2",1166.5,32,9,"6.2%",51,3,0,"1994-07-06","右脚","西班牙","2022-06-30","中场",44,46,24,34,5,32,26,649,0.69,30,5,466.6,72,2,29,"西甲",20,450
"隆卡里亚","巴伦西亚","19",1692,"0",0,4,0,"0%",14,0,0,"1987-02-10","右脚","阿根廷、意大利","2020-06-30","后卫",47,30,60,10,8,34,22,806,0.824,2,0,0,93,0,3,"西甲",20,270
"沃斯","巴伦西亚","32(6)",2356,"1",2356,28,3,"3.6%",41,2,0,"1989-05-31","右脚","丹麦","2022-06-30","中场",36,33,42,12,4,43,28,1139,0.781,31,3,785.3,107,3,9,"西甲",20,1350
"罗德里戈","巴伦西亚","33(4)",2542,"8",317.8,80,31,"10%",41,14,1,"1991-03-06","左脚","西班牙、巴西","2022-06-30","中场",22,4,16,39,1,46,23,836,0.743,31,6,423.7,56,7,43,"西甲",20,4500
"皮奇尼","巴伦西亚","23(2)",1868,"1",1868,12,3,"8.3%",14,0,1,"1992-09-26","右脚","意大利","2022-06-30","后卫",33,29,56,13,7,25,18,772,0.786,5,0,0,79,1,29,"西甲",20,675
"弗兰托雷斯","巴伦西亚","23(15)",839,"2",419.5,17,6,"11.8%",10,1,0,"2000-02-29","右脚","西班牙","2021-06-30","中场",16,10,8,17,1,29,18,289,0.779,16,1,839,18,3,13,"西甲",20,450
"加布里埃尔阿曼多","巴伦西亚","30",2625,"0",0,11,2,"0%",30,1,1,"1990-11-26","右脚","巴西","2022-06-30","后卫",31,69,158,3,21,64,25,1297,0.865,5,1,2625,196,0,2,"西甲",20,1800
"马塞罗·加莱","巴伦西亚","24",2137,"2",1068.5,13,6,"15.4%",13,0,0,"1986-10-10","右脚","阿根廷、西班牙","2020-06-30","后卫",20,19,135,0,23,73,19,1065,0.836,4,0,0,197,1,2,"西甲",20,1080
"多梅内克桑切斯","巴伦西亚","4",360,"0",0,0,0,"0%",0,0,0,"1990-11-05","右脚","西班牙","2022-06-30","守门员",0,0,2,0,0,3,0,73,0.548,0,0,0,59,0,0,"西甲",20,225
"冈萨洛.格德斯","巴伦西亚","25(7)",1469,"5",293.8,35,14,"14.3%",51,7,1,"1996-11-29","右脚","葡萄牙","2023-06-30","中场",30,7,2,26,0,8,19,599,0.758,21,3,489.7,40,4,36,"西甲",20,3600
"索布里诺","巴伦西亚","24(12)",1155,"3",385,23,6,"13%",16,4,1,"1992-02-16","右脚","西班牙","2021-06-30","前锋",23,4,12,21,2,36,34,279,0.703,10,1,1155,12,0,15,"西甲",20,180
"摩卡迪查","巴伦西亚","22(6)",1574,"2",787,10,3,"20%",9,1,0,"1996-12-19","右脚","法国","2023-06-30","后卫",13,21,95,2,16,35,24,695,0.856,0,0,0,91,0,5,"西甲",20,1350
"切里舍夫","巴伦西亚","27(8)",1709,"2",854.5,32,6,"6.2%",19,10,0,"1990-12-26","左脚","俄罗斯、西班牙","2022-06-30","中场",45,16,11,16,3,34,41,603,0.692,37,2,854.5,58,0,16,"西甲",20,540
"康多比亚","巴伦西亚","19(5)",1244,"1",1244,22,5,"4.5%",18,0,2,"1993-02-15","左脚","中非共和国、法国","2022-06-30","中场",48,23,22,18,7,27,21,744,0.844,6,1,1244,99,4,23,"西甲",20,2700
"西莱森","巴伦西亚","3",270,"0",0,0,0,"0%",0,0,0,"1989-04-22","右脚","荷兰","2023-06-30","守门员",0,0,4,0,0,1,0,97,0.866,0,0,0,27,0,0,"西甲",20,1620
"S.米拿","巴伦西亚","30(7)",1861,"7",265.9,43,22,"16.3%",41,13,2,"1995-12-07","右脚","西班牙","2021-06-30","中场",19,4,17,52,2,44,40,465,0.729,16,5,372.2,24,2,12,"西甲",20,1800
"加亚","巴伦西亚","35",3115,"1",3115,15,3,"6.7%",55,3,2,"1995-05-25","左脚","西班牙","2023-06-30","后卫",83,41,96,18,6,34,35,1451,0.816,25,1,3115,166,0,38,"西甲",20,3150
"科奎林","巴伦西亚","26(6)",1766,"0",0,9,3,"0%",29,0,1,"1991-05-13","右脚","法国","2022-06-30","中场",46,50,28,27,5,35,22,962,0.866,18,1,1766,109,4,24,"西甲",20,1080
"C.巴拉甘","巴伦西亚","31(4)",2466,"2",1233,41,14,"4.9%",50,1,1,"1997-01-02","右脚","西班牙","2021-06-30","中场",42,22,33,32,6,24,52,898,0.792,34,6,411,70,3,23,"西甲",20,2700
"巴利祖","巴伦西亚","36(1)",3094,"9(5)",773.5,44,21,"9.1%",54,0,8,"1989-04-16","右脚","西班牙","2020-06-30","中场",73,47,22,22,7,29,27,2192,0.86,79,6,515.7,271,3,36,"西甲",20,1800
"加梅罗","巴伦西亚","33(17)",1605,"6",267.5,36,15,"16.7%",12,17,0,"1987-05-09","右脚","法国、葡萄牙","2021-06-30","前锋",13,6,3,29,2,11,11,420,0.781,26,1,1605,12,1,10,"西甲",20,1620
"瓦古埃","巴塞罗那","3(1)",225,"0",0,1,1,"0%",0,3,0,"1998-10-04","右脚","塞内加尔","2023-06-30","后卫",6,4,2,2,0,2,9,128,0.875,5,0,0,3,0,6,"西甲",3,270
"乌姆蒂蒂","巴塞罗那","14(1)",1190,"0",0,2,0,"0%",16,2,0,"1993-11-14","左脚","法国、喀麦隆","2023-06-30","后卫",8,20,26,3,8,13,13,891,0.943,1,1,1190,45,0,4,"西甲",3,6300
"S.罗伯托","巴塞罗那","28(5)",2086,"0",0,9,1,"0%",33,0,1,"1992-02-07","右脚","西班牙","2022-06-30","后卫",29,41,26,20,3,28,18,1615,0.904,28,7,298,51,4,14,"西甲",3,4950
"N.塞梅多","巴塞罗那","25(5)",1641,"1",1641,6,2,"16.7%",27,5,0,"1993-11-16","右脚","葡萄牙、佛得角","2022-06-30","后卫",37,22,17,23,7,17,22,1080,0.911,4,0,0,50,0,17,"西甲",3,3600
"登贝莱","巴塞罗那","29(9)",1684,"8",210.5,39,17,"20.5%",22,9,3,"1997-05-15","双脚","法国、毛里塔尼亚","2022-06-30","中场",23,5,2,45,0,8,22,907,0.808,46,5,336.8,36,5,65,"西甲",3,10800
"博阿滕","巴塞罗那","3",240,"0",0,3,1,"0%",9,3,0,"1987-03-06","右脚","加纳、德国","2019-06-30","前锋",3,1,3,9,0,4,3,60,0.767,2,0,0,1,0,0,"西甲",3,720
"朗格莱","巴塞罗那","23(1)",1990,"1",1990,6,2,"16.7%",14,1,1,"1995-06-17","左脚","法国","2023-06-30","后卫",46,24,65,3,20,42,30,1140,0.894,0,0,0,133,2,6,"西甲",3,4500
"马尔科姆","巴塞罗那","15(9)",608,"1",608,11,6,"9.1%",9,8,0,"1997-02-26","左脚","巴西","2023-06-30","中场",5,2,1,6,0,4,5,304,0.865,13,2,304,5,0,10,"西甲",3,3600
"里奇普格","巴塞罗那","1",90,"0",0,0,0,"0%",1,0,0,"1999-08-13","右脚","西班牙","2021-06-30","中场",1,0,0,0,0,1,1,67,0.925,1,0,0,4,0,0,"西甲",3,900
"阿图尔","巴塞罗那","27(8)",1439,"0",0,6,4,"0%",40,0,0,"1996-08-12","右脚","巴西","2024-06-30","中场",14,10,8,11,0,3,11,1270,0.935,14,1,1439,70,5,9,"西甲",3,6300
"特尔施特根","巴塞罗那","35",3150,"0",0,0,0,"0%",2,0,0,"1992-04-30","右脚","德国","2022-06-30","守门员",0,3,12,0,0,4,0,883,0.83,1,0,0,326,0,1,"西甲",3,7200
"库蒂尼奥","巴塞罗那","32(10)",1976,"5",395.2,67,31,"7.5%",43,8,0,"1992-06-12","右脚","巴西、葡萄牙","2023-06-30","中场",18,10,2,48,2,7,19,1330,0.879,30,2,988,50,7,51,"西甲",3,8100
"梅西","巴塞罗那","34(5)",2710,"36(4)",84.7,171,87,"18.7%",66,16,16,"1987-06-24","左脚","阿根廷、西班牙","2021-06-30","中场",13,2,0,81,0,8,21,1825,0.813,92,13,208.5,153,58,131,"西甲",3,13500
"比达尔","巴塞罗那","32(10)",1916,"3",638.7,23,9,"13%",34,0,1,"1987-05-22","右脚","智利","2021-06-30","中场",77,29,21,15,5,39,57,1474,0.889,21,7,273.7,87,6,5,"西甲",3,1620
"皮克","巴塞罗那","35",3150,"4",787.5,18,10,"22.2%",21,2,0,"1987-02-02","右脚","西班牙","2022-06-30","后卫",42,38,147,11,27,115,24,2377,0.912,6,2,1575,234,0,9,"西甲",3,3600
"布茨克斯","巴塞罗那","35(5)",2720,"0",0,8,0,"0%",54,0,0,"1988-07-16","右脚","西班牙","2023-06-30","中场",87,56,21,26,8,51,38,2383,0.896,15,1,2720,193,2,11,"西甲",3,6750
"阿尔巴","巴塞罗那","36(4)",2988,"2",1494,15,6,"13.3%",18,10,1,"1989-03-21","左脚","西班牙","2024-06-30","后卫",42,66,51,25,6,19,25,2342,0.856,47,8,373.5,137,6,15,"西甲",3,6300
"J.托迪博","巴塞罗那","2",158,"0",0,0,0,"0%",0,0,1,"1999-12-30","右脚","法国","2023-06-30","后卫",8,3,7,3,0,2,4,118,0.924,0,0,0,5,1,3,"西甲",3,720
"C.阿莱尼亚","巴塞罗那","17(11)",631,"2",315.5,14,3,"14.3%",14,1,1,"1998-01-05","左脚","西班牙","2022-06-30","中场",6,3,0,14,0,5,9,571,0.921,9,0,0,35,3,12,"西甲",3,2250
"普约尔.佩雷斯","巴塞罗那","1(1)",17,"0",0,1,0,"0%",0,0,0,"1998-02-16","左脚","西班牙","2019-06-30","中场",0,0,0,1,0,0,0,7,0.857,0,0,0,0,0,1,"西甲",3,135
"拉基蒂奇","巴塞罗那","34(5)",2652,"3",884,36,11,"8.3%",52,3,1,"1988-03-10","右脚","克罗地亚、瑞士","2021-06-30","中场",30,49,24,22,8,37,26,2526,0.914,16,5,530.4,212,3,21,"西甲",3,4500
"L.苏亚雷斯","巴塞罗那","33(2)",2829,"21(4)",166.4,110,57,"15.5%",56,27,5,"1987-01-24","右脚","乌拉圭、意大利","2021-06-30","前锋",18,7,24,53,3,22,31,948,0.756,47,6,471.5,64,9,38,"西甲",3,4500
"内托","巴塞罗那","34",3060,"0",0,0,0,"0%",0,0,1,"1989-07-19","右脚","巴西、意大利","2023-06-30","守门员",1,2,18,0,0,4,0,690,0.486,1,0,0,530,0,0,"西甲",3,1620
"拉菲尼亚","巴塞罗那","5(2)",225,"0",0,2,0,"0%",8,0,0,"1993-02-12","左脚","巴西、西班牙","2020-06-30","中场",9,1,2,7,1,3,7,144,0.882,2,0,0,6,0,0,"西甲",3,1350
"马克西米利安","柏林赫塔","25(5)",1852,"1",1852,23,7,"4.3%",23,1,1,"1997-03-18","左脚","德国","2020-06-30","后卫",62,49,47,25,5,44,14,742,0.732,20,1,1852,119,1,22,"德甲",136,180
"伊比塞维奇","柏林赫塔","28(4)",1823,"10(1)",202.6,53,20,"17%",14,25,1,"1984-08-06","右脚","波黑、美国","2019-06-30","前锋",12,3,20,27,4,64,38,430,0.726,16,2,911.5,26,2,12,"德甲",136,180
"丹尼斯.贾斯捷姆布斯基","柏林赫塔","2(2)",38,"0",0,1,0,"0%",0,0,0,"2000-02-20",NA,"德国、波兰","2020-06-30","中场",0,0,0,1,0,0,1,10,0.8,1,0,0,0,0,1,"德甲",136,22.5
"斯塔克","柏林赫塔","22",1870,"1",1870,11,4,"9.1%",20,0,1,"1995-04-14","右脚","德国","2022-06-30","后卫",32,38,131,2,26,58,20,1032,0.841,3,0,0,126,0,1,"德甲",136,1350
"卡劳","柏林赫塔","30(3)",2327,"8(3)",465.4,47,17,"10.6%",23,16,2,"1985-08-05","右脚","科特迪瓦","2020-06-30","中场",19,7,23,58,1,43,29,680,0.738,28,2,1163.5,33,4,52,"德甲",136,315
"格鲁伊奇","柏林赫塔","22(2)",1780,"5",356,46,20,"10.9%",22,0,3,"1996-04-13","右脚","塞尔维亚","2019-06-30","中场",49,31,51,21,6,69,44,944,0.816,16,1,1780,71,2,27,"德甲",136,450
"达利达","柏林赫塔","9(6)",372,"0",0,8,3,"0%",6,0,0,"1990-08-08","右脚","捷克","2021-06-30","中场",8,8,5,4,0,2,14,228,0.864,7,1,372,19,0,4,"德甲",136,720
"科普克","柏林赫塔","7(7)",66,"0",0,4,1,"0%",1,0,0,"1995-09-03","右脚","德国","2022-06-30","前锋",1,0,0,5,0,0,1,27,0.778,0,0,0,2,0,1,"德甲",136,180
"雷基克","柏林赫塔","24",2076,"0",0,7,2,"0%",23,0,0,"1994-12-02","左脚","荷兰、突尼斯","2021-06-30","后卫",36,41,86,7,16,49,17,1167,0.886,1,0,0,128,0,2,"德甲",136,1350
"L.克伦特","柏林赫塔","9(2)",602,"0",0,5,1,"0%",7,0,0,"1996-05-26","右脚","德国","2022-06-30","后卫",11,12,18,3,2,8,8,182,0.753,2,0,0,24,0,12,"德甲",136,225
"马修莱基","柏林赫塔","18(8)",939,"2",469.5,22,9,"9.1%",18,4,0,"1991-02-04","右脚","澳大利亚","2021-06-30","中场",19,13,12,17,1,48,18,336,0.693,12,0,0,19,1,10,"德甲",136,270
"D.塞尔克","柏林赫塔","30(14)",1730,"3",576.7,45,21,"6.7%",26,13,1,"1995-01-20","右脚","德国、埃塞俄比亚","2022-06-30","前锋",5,1,5,29,0,104,27,449,0.592,19,5,346,8,0,21,"德甲",136,1080
"O.杜达","柏林赫塔","32(2)",2575,"11",234.1,54,20,"20.4%",44,6,5,"1994-12-05","右脚","斯洛伐克","2021-06-30","中场",51,18,14,40,4,32,77,1204,0.763,40,5,515,79,1,31,"德甲",136,270
"普拉滕哈特","柏林赫塔","22",1926,"1",1926,11,2,"9.1%",23,3,0,"1992-01-26","左脚","德国","2023-06-30","后卫",27,7,45,14,3,11,25,799,0.793,32,2,963,124,0,8,"德甲",136,1530
"J.彻纳里克哈","柏林赫塔","14(1)",1167,"2",583.5,7,2,"28.6%",6,0,1,"1997-08-07","左脚","德国、尼日利亚","2020-06-30","中场",32,33,53,6,7,37,26,474,0.795,5,2,583.5,96,0,1,"德甲",136,585
"克拉夫特","柏林赫塔","4(1)",315,"0",0,0,0,"0%",0,0,0,"1988-07-22","右脚","德国","2019-06-30","守门员",0,0,2,0,0,0,0,116,0.629,0,0,0,88,0,0,"德甲",136,90
"阿恩.迈尔","柏林赫塔","24(1)",2080,"0",0,20,6,"0%",14,0,0,"1999-01-08","右脚","德国","2022-06-30","中场",35,31,34,14,9,21,18,1162,0.871,18,0,0,66,0,21,"德甲",136,675
"戴勒沃森","柏林赫塔","17(10)",891,"2",445.5,11,5,"18.2%",21,0,0,"1998-06-22","左脚","荷兰、苏利南共和国","2022-06-30","中场",14,8,7,15,2,5,8,209,0.818,12,3,297,11,0,9,"德甲",136,90
"佩卡里克","柏林赫塔","3(1)",216,"0",0,1,0,"0%",0,0,0,"1986-10-30","右脚","斯洛伐克","2020-06-30","后卫",2,1,5,0,1,4,0,104,0.75,1,0,0,15,0,2,"德甲",136,158
"卢斯滕伯格","柏林赫塔","28(4)",2168,"0",0,2,0,"0%",34,0,0,"1988-05-02","右脚","瑞士","2019-06-30","中场",44,47,107,4,18,48,17,1310,0.866,4,1,2168,202,0,3,"德甲",136,225
"帕尔科.达代","柏林赫塔","5(4)",95,"0",0,1,0,"0%",0,0,0,"1999-04-24","左脚","德国、匈牙利","2019-06-30","中场",0,0,0,4,0,1,3,36,0.75,3,0,0,4,0,0,"德甲",136,54
"斯杰尔布雷德","柏林赫塔","15(3)",996,"0",0,5,1,"0%",10,1,0,"1987-06-16","右脚","挪威","2019-06-30","中场",24,20,12,11,1,12,15,568,0.866,8,1,996,28,0,8,"德甲",136,360
"查斯甸","柏林赫塔","31",2745,"0",0,0,0,"0%",3,0,2,"1984-09-29","右脚","挪威","2021-06-30","守门员",0,1,14,0,0,14,0,1055,0.57,0,0,0,816,0,0,"德甲",136,225
"K·科曼","拜仁慕尼黑","20(3)",1427,"6",237.8,31,19,"19.4%",41,3,2,"1996-06-13","右脚","法国、瓜德罗普","2023-06-30","中场",11,6,1,36,0,12,16,610,0.849,28,4,356.8,18,1,58,"德甲",4,4500
"里贝里","拜仁慕尼黑","25(15)",1167,"6",194.5,26,11,"23.1%",18,9,1,"1983-04-07","右脚","法国","2019-06-30","中场",14,8,0,48,0,1,17,698,0.824,21,3,389,45,0,36,"德甲",4,360
"马丁内斯","拜仁慕尼黑","19(3)",1310,"3",436.7,17,8,"17.6%",12,0,1,"1988-09-02","右脚","西班牙","2021-06-30","中场",26,32,13,3,5,50,11,881,0.881,7,0,0,65,0,4,"德甲",4,2700
"格纳布里","拜仁慕尼黑","29(8)",1760,"10",176,64,31,"15.6%",15,13,3,"1995-07-14","右脚","德国、科特迪瓦","2023-06-30","中场",33,11,2,30,0,7,25,788,0.834,27,5,352,39,5,51,"德甲",4,4050
"卢斯桑切斯","拜仁慕尼黑","16(12)",563,"1",563,16,4,"6.2%",11,1,0,"1997-08-18","右脚","葡萄牙、佛得角","2021-06-30","中场",6,5,1,9,0,2,9,336,0.914,9,1,563,14,0,16,"德甲",4,1800
"托利索","拜仁慕尼黑","2(1)",52,"1",52,1,1,"100%",1,0,0,"1994-08-03","右脚","法国、多哥","2022-06-30","中场",0,0,0,0,1,2,0,43,0.791,2,0,0,2,0,0,"德甲",4,4050
"蒂亚戈","拜仁慕尼黑","30(4)",2420,"2",1210,23,8,"8.7%",34,0,5,"1991-04-11","右脚","西班牙、巴西","2021-06-30","中场",88,43,18,28,4,37,52,2486,0.92,39,6,403.3,268,2,52,"德甲",4,6300
"莱万多夫斯基","拜仁慕尼黑","33",2959,"22(3)",155.7,143,50,"13.3%",46,29,5,"1988-08-21","右脚","波兰","2021-06-30","前锋",13,5,14,49,1,56,24,727,0.784,47,7,422.7,25,13,48,"德甲",4,6300
"L.格雷茨卡","拜仁慕尼黑","30(7)",2020,"8",252.5,55,21,"14.5%",19,0,1,"1995-02-06","右脚","德国","2022-06-30","中场",40,26,14,17,4,38,27,1133,0.877,19,4,505,49,1,14,"德甲",4,4500
"博阿滕","拜仁慕尼黑","19",1693,"0",0,14,3,"0%",9,0,0,"1988-09-03","右脚","德国","2021-06-30","后卫",22,24,46,0,3,31,15,1587,0.89,12,2,846.5,229,2,1,"德甲",4,2700
"胡梅尔斯","拜仁慕尼黑","20",1775,"1",1775,19,5,"5.3%",9,1,0,"1988-12-16","右脚","德国","2021-06-30","后卫",27,37,49,4,8,80,10,1709,0.895,12,1,1775,177,4,9,"德甲",4,3150
"阿拉巴","拜仁慕尼黑","31(2)",2533,"3",844.3,47,16,"6.4%",11,5,0,"1992-06-24","左脚","奥地利","2021-06-30","后卫",32,34,29,19,3,24,12,1743,0.855,28,3,844.3,122,1,27,"德甲",4,4950
"A.戴维斯","拜仁慕尼黑","6(6)",74,"1",74,2,1,"50%",0,0,0,"2000-11-02","左脚","加拿大、利比里亚","2023-06-30","中场",2,2,0,2,0,0,1,27,0.926,0,0,0,0,0,3,"德甲",4,900
"乌尔里希","拜仁慕尼黑","9(1)",757,"0",0,0,0,"0%",1,0,0,"1988-08-03","右脚","德国","2021-06-30","守门员",0,0,3,0,0,1,0,197,0.807,0,0,0,64,0,0,"德甲",4,405
"基米希","拜仁慕尼黑","34",3060,"2",1530,25,9,"8%",50,2,3,"1995-02-08","右脚","德国","2023-06-30","后卫",45,38,33,24,9,25,26,2496,0.907,83,13,235.4,187,3,38,"德甲",4,5400
"聚勒","拜仁慕尼黑","31(2)",2652,"2",1326,20,6,"10%",6,0,0,"1995-09-03","右脚","德国","2022-06-30","后卫",28,44,83,5,13,77,17,2535,0.929,6,0,0,237,1,4,"德甲",4,4500
"罗德里格斯","拜仁慕尼黑","19(6)",1148,"7",164,36,19,"19.4%",15,5,3,"1991-07-12","左脚","哥伦比亚、西班牙","2019-06-30","中场",12,4,1,9,0,3,7,866,0.873,51,3,382.7,59,3,14,"德甲",4,4500
"穆勒","拜仁慕尼黑","32(4)",2390,"6",398.3,64,27,"9.4%",24,15,1,"1989-09-13","右脚","德国","2021-06-30","前锋",39,11,12,18,5,46,22,1180,0.751,57,8,298.8,62,4,21,"德甲",4,3600
